,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,359,2,4,0,0
Light_T1,1,9,256,97,0
Light_XM,35,38,296,0,0
Sensor,49,196,115,4,0
Socket,2,0,0,0,374
