,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,356,1,4,4,0
Light_T1,0,12,4,347,0
Light_XM,2,127,235,5,0
Sensor,4,152,42,165,1
Socket,0,0,0,0,376
