,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,347,0,3,15,0
Light_T1,17,173,79,94,0
Light_XM,9,109,214,37,0
Sensor,3,47,28,285,1
Socket,0,0,0,0,376
