,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,108,1,0,0,0
Light_T1,8,102,0,0,0
Light_XM,0,1,97,11,0
Sensor,0,0,3,106,0
Socket,0,0,0,0,109
