,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,117,0,0,0,0
Light_T1,0,104,3,3,0
Light_XM,1,12,93,4,0
Sensor,1,21,6,81,0
Socket,0,0,0,0,110
