,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,351,6,6,0,0
Light_T1,110,144,111,0,0
Light_XM,3,150,210,0,0
Sensor,7,330,24,1,0
Socket,0,0,0,0,363
