,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,295,1,47,20,0
Light_T1,22,44,150,149,0
Light_XM,1,45,311,6,0
Sensor,3,133,10,216,0
Socket,0,0,0,0,363
