,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,360,2,3,0,0
Light_T1,1,4,269,89,0
Light_XM,93,25,251,0,0
Sensor,88,154,116,6,0
Socket,0,0,0,0,376
