,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,108,7,0,2,0
Light_T1,0,77,18,15,0
Light_XM,0,0,106,4,0
Sensor,0,3,8,98,0
Socket,0,0,0,1,109
