,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,214,66,51,68,0
Light_T1,1,152,187,54,0
Light_XM,2,245,96,52,0
Sensor,3,31,46,325,0
Socket,0,0,0,0,395
