,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,365,0,0,0,0
Light_T1,163,172,6,22,0
Light_XM,325,6,31,7,0
Sensor,226,2,1,134,1
Socket,0,0,0,0,376
