,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,241,1,53,59,8
Light_T1,1,179,89,94,0
Light_XM,2,81,191,91,0
Sensor,1,68,43,251,0
Socket,0,0,0,0,363
