,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,386,0,4,8,0
Light_T1,5,275,82,34,0
Light_XM,1,39,310,44,0
Sensor,0,12,27,360,0
Socket,0,0,0,0,406
