,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,117,0,0,0,0
Light_T1,1,98,3,8,0
Light_XM,1,9,93,7,0
Sensor,2,9,3,95,0
Socket,0,0,0,0,110
