,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,105,254,0,3,0
Light_T1,0,362,0,1,0
Light_XM,0,319,46,0,0
Sensor,0,74,6,283,0
Socket,0,0,0,0,363
