,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,355,4,6,0,0
Light_T1,1,5,231,126,0
Light_XM,15,46,306,2,0
Sensor,25,143,161,35,0
Socket,0,0,0,0,376
