,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,108,0,1,0,0
Light_T1,1,70,38,0,0
Light_XM,2,9,97,0,1
Sensor,0,1,0,108,0
Socket,0,0,0,0,109
