,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,363,2,0,0,0
Light_T1,2,53,237,71,0
Light_XM,18,59,291,1,0
Sensor,27,247,71,18,1
Socket,0,0,0,0,376
