feature,importance
rssi_max,2779
rssi_min,2658
len_max,2514
rssi_std,2083
rssi_p90,1893
rssi_p10,1521
other_packet_ratio,1256
burst_count,1242
down_len_std,1147
rssi_p50,1140
interarrival_max,901
down_packet_ratio,855
down_ia_std,853
rssi_mean,845
len_p10,833
subwin_packet_cv,809
interarrival_p50,758
retry_ratio,741
len_p25,739
len_p90,728
interarrival_p75,659
interarrival_p90,645
len_range,630
interarrival_p25,622
len_cv,600
len_p95,589
len_iqr,567
burst_packet_ratio,567
subtype_8_ratio,563
interarrival_p95,545
interarrival_std,521
down_ia_mean,509
len_std,498
long_gap_ratio,460
interarrival_cv,455
burst_size_std,429
interarrival_iqr,418
interarrival_mean,413
interarrival_p10,413
byte_count,382
len_mean,357
up_packet_ratio,349
burst_size_mean,349
interarrival_min,338
down_len_p50,337
len_p75,319
unique_da_count,318
down_len_mean,301
packet_count,296
active_subwin_count,269
burst_size_max,264
len_min,246
len_up_down_diff,236
subwin_packet_std,225
subwin_byte_std,209
subtype_4_ratio,205
unique_sa_count,201
len_p50,174
subwin_packet_max,162
subwin_byte_max,156
burst_size_min,152
subtype_0_ratio,117
null_data_ratio,109
mgmt_ratio,50
subwin_byte_min,43
data_ratio,41
up_len_mean,29
up_down_ratio,26
subwin_packet_min,11
subtype_5_ratio,5
up_ia_mean,2
ctrl_ratio,0
subtype_7_ratio,0
subtype_6_ratio,0
rssi_missing_ratio,0
subtype_1_ratio,0
subtype_2_ratio,0
subtype_3_ratio,0
qos_data_ratio,0
subtype_13_ratio,0
subtype_14_ratio,0
subtype_15_ratio,0
subtype_9_ratio,0
subtype_10_ratio,0
subtype_11_ratio,0
subtype_12_ratio,0
up_len_std,0
up_len_p50,0
bssid_known,0
side_packet_ratio,0
burst_packet_fraction,0
up_ia_std,0
subwin_packet_mean,0
subwin_byte_mean,0
