,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,354,28,0,17,0
Light_T1,2,230,120,42,0
Light_XM,3,49,300,43,0
Sensor,3,32,54,316,0
Socket,0,0,0,0,395
