,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,109,0,0,0,0
Light_T1,0,85,19,5,0
Light_XM,1,20,86,2,0
Sensor,1,0,0,108,0
Socket,0,0,0,0,109
