,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,119,0,0,0,0
Light_T1,0,95,21,3,0
Light_XM,0,16,96,6,0
Sensor,0,8,17,95,0
Socket,0,0,0,0,122
