,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,390,0,0,0,0
Light_T1,345,20,0,0,0
Light_XM,243,32,90,3,0
Sensor,331,3,0,28,0
Socket,0,0,0,0,368
