,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,365,0,0,0,0
Light_T1,50,152,10,151,0
Light_XM,164,1,161,43,0
Sensor,84,0,2,277,1
Socket,0,0,0,0,376
