,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,329,1,14,18,0
Light_T1,1,244,70,48,0
Light_XM,1,12,308,44,0
Sensor,1,48,15,299,0
Socket,0,0,0,0,363
