,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,351,36,0,3,0
Light_T1,2,281,19,63,0
Light_XM,0,364,2,2,0
Sensor,2,345,0,15,0
Socket,0,1,0,0,367
