,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,216,98,2,49,0
Light_T1,4,19,316,24,0
Light_XM,0,345,22,2,0
Sensor,0,261,0,102,1
Socket,0,0,0,0,376
