,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,353,6,6,0,0
Light_T1,0,21,225,117,0
Light_XM,22,76,271,0,0
Sensor,67,177,111,8,1
Socket,0,0,0,0,376
