model,Display,Params,IID,OOD,OOD_Drop,CPD,delta_iid_vs_v3,delta_ood_vs_v3,relation_vs_v3
cnn1d_v3,CNN-v3,1012154.0,0.9310126140102172,0.5858679978829388,0.3451446161272784,0.8496870086494035,0.0,0.0,same_direction_or_tie
cnn1d_v5,CNN-v5,1225296.0,0.9199211188133631,0.5876806444676183,0.3322404743457449,0.8361809165994485,-0.01109149519685404,0.0018126465846795004,IID_lower_OOD_higher
cnn1d_inception,CNN-Inception,763092.0,0.9189784578296755,0.5999578455626242,0.31902061226705125,0.778511053787073,-0.01203415618054171,0.014089847679685463,IID_lower_OOD_higher
cnn1d_tcn,CNN-TCN,814854.0,0.921446324358584,0.6036268440985276,0.31781948026005635,0.7994691198343493,-0.009566289651633197,0.017758846215588875,IID_lower_OOD_higher
cnn1d_convnext,CNN-ConvNeXt,1079570.0,0.9237526937139995,0.59662757060882,0.3271251231051795,0.800586249319579,-0.007259920296217692,0.010759572725881239,IID_lower_OOD_higher
