feature,importance
rssi_min,0.11093890191147272
rssi_std,0.09741843719151601
rssi_max,0.09398646654229965
rssi_p10,0.06523000018391789
len_p95,0.06074442005472613
up_packet_ratio,0.05923142522478805
up_ia_mean,0.05880719680461681
rssi_p90,0.0579339802092037
up_len_p50,0.05175740910163729
len_range,0.04833362232415744
down_ia_std,0.044295045735075166
len_p10,0.04193428476449454
rssi_p50,0.03825145826430289
burst_count,0.03353396878569947
down_packet_ratio,0.03227224206464586
len_up_down_diff,0.03170157956407055
len_p25,0.022991562066609923
qos_data_ratio,0.02110990856980904
len_p75,0.016583479773947554
len_min,0.012944610863009376
