,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,360,0,3,2,0
Light_T1,2,19,310,32,0
Light_XM,2,314,44,9,0
Sensor,3,156,2,202,1
Socket,0,0,0,0,376
