,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,362,0,0,0,0
Light_T1,357,6,0,0,0
Light_XM,358,1,6,0,0
Sensor,347,1,1,14,0
Socket,0,0,0,0,363
