,precision,recall,f1-score,support
Camera,0.9915254237288136,1.0,0.9957446808510638,117.0
Light_T1,0.7445255474452555,0.9272727272727272,0.8259109311740891,110.0
Light_XM,0.9578947368421052,0.8272727272727273,0.8878048780487805,110.0
Sensor,0.8842105263157894,0.7706422018348624,0.8235294117647058,109.0
Socket,0.990990990990991,1.0,0.995475113122172,110.0
accuracy,0.9064748201438849,0.9064748201438849,0.9064748201438849,0.9064748201438849
macro avg,0.913829445064591,0.9050375312760635,0.9056930029921622,556.0
weighted avg,0.9148609032829332,0.9064748201438849,0.9069745233810826,556.0
