,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,109,0,0,0,0
Light_T1,0,75,34,0,0
Light_XM,0,16,92,1,0
Sensor,0,4,0,105,0
Socket,0,0,0,0,109
