,precision,recall,f1-score,support
Camera,0.989010989010989,0.9230769230769231,0.9549071618037135,390.0
Light_T1,0.4298245614035088,0.8054794520547945,0.5605338417540515,365.0
Light_XM,0.05555555555555555,0.002717391304347826,0.0051813471502590676,368.0
Sensor,0.7204819277108434,0.8259668508287292,0.7696267696267697,362.0
Socket,0.989247311827957,1.0,0.9945945945945946,368.0
accuracy,0.7134376686454398,0.7134376686454398,0.7134376686454398,0.7134376686454398
macro avg,0.6368240691017707,0.711448123452959,0.6569687429858777,1853.0
weighted avg,0.6410697051565162,0.7134376686454398,0.6602974001676599,1853.0
