,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,372,8,0,10,0
Light_T1,1,273,28,62,1
Light_XM,0,304,8,56,0
Sensor,2,46,0,314,0
Socket,0,0,0,0,368
