,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,280,0,33,41,8
Light_T1,2,146,82,133,0
Light_XM,2,59,185,119,0
Sensor,0,83,47,233,0
Socket,0,0,0,0,363
