,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,379,5,2,12,0
Light_T1,2,270,56,68,0
Light_XM,1,50,278,65,0
Sensor,1,18,17,363,0
Socket,0,0,0,0,406
