,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,290,0,19,47,6
Light_T1,0,104,100,159,0
Light_XM,1,21,243,100,0
Sensor,0,101,31,231,0
Socket,0,0,0,0,363
