,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,358,0,3,4,0
Light_T1,1,113,212,37,0
Light_XM,1,189,161,18,0
Sensor,1,107,10,245,1
Socket,0,0,0,0,376
