,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,390,0,0,0,0
Light_T1,364,1,0,0,0
Light_XM,265,4,97,2,0
Sensor,328,0,0,34,0
Socket,10,0,0,0,358
