,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,382,0,0,8,0
Light_T1,235,26,14,90,0
Light_XM,70,8,209,81,0
Sensor,65,1,11,285,0
Socket,0,0,0,0,368
