,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,348,22,2,18,0
Light_T1,0,279,12,74,0
Light_XM,0,339,0,29,0
Sensor,1,38,0,323,0
Socket,0,0,0,0,368
