task,n_src,pair,auc_base,auc_drop_rssi,d_auc
g0_R3_to_R2,1,Light_XM|Socket,0.9972602739726028,0.9972602739726028,0.0
g0_R3_to_R2,1,Sensor|Socket,1.0,1.0,0.0
g0_R3_to_R4,1,Camera|Light_T1,0.9846013347383212,0.919009483667018,-0.06559185107130328
g0_R3_to_R4,1,Camera|Light_XM,0.988203734671126,0.8847129319955407,-0.1034908026755853
g0_R3_to_R4,1,Camera|Sensor,0.9856495254285309,0.9441493129338434,-0.041500212494687494
g0_R3_to_R4,1,Camera|Socket,1.0,1.0,0.0
g0_R3_to_R4,1,Light_T1|Light_XM,0.05781715306730196,0.5532683144729005,0.49545116140559853
g0_R3_to_R4,1,Light_T1|Sensor,0.3758192689018391,0.8913721335048815,0.5155528646030425
g0_R3_to_R4,1,Light_T1|Socket,1.0,1.0,0.0
g0_R3_to_R4,1,Light_XM|Sensor,0.8336986548162384,0.8804122627912563,0.04671360797501789
g0_R3_to_R4,1,Light_XM|Socket,0.9999778473534972,0.9981244092627599,-0.001853438090737236
g0_R3_to_R4,1,Sensor|Socket,1.0,1.0,0.0
g0_R4_to_R2,1,Camera|Light_T1,0.9950763283259516,0.7077378506308691,-0.2873384776950825
g0_R4_to_R2,1,Camera|Light_XM,0.9878907136910619,0.6948308484068719,-0.2930598652841899
g0_R4_to_R2,1,Camera|Sensor,0.9975647991720318,0.8793966789948708,-0.11816812017716094
g0_R4_to_R2,1,Camera|Socket,1.0,1.0,0.0
g0_R4_to_R2,1,Light_T1|Light_XM,0.4087927846333824,0.7536812709913581,0.34488848635797564
g0_R4_to_R2,1,Light_T1|Sensor,0.9994687673124938,0.9039303629837063,-0.09553840432878746
g0_R4_to_R2,1,Light_T1|Socket,1.0,1.0,0.0
g0_R4_to_R2,1,Light_XM|Sensor,0.20667194988490128,0.9443677119891316,0.7376957621042304
g0_R4_to_R2,1,Light_XM|Socket,1.0,1.0,0.0
g0_R4_to_R2,1,Sensor|Socket,1.0,1.0,0.0
g0_R4_to_R3,1,Camera|Light_T1,0.9965960979659609,0.9908977697271595,-0.005698328238801453
g0_R4_to_R3,1,Camera|Light_XM,0.9420573931766715,0.94167130712403,-0.00038608605264145446
g0_R4_to_R3,1,Camera|Sensor,0.9863239500225801,0.975997290380852,-0.010326659641728075
g0_R4_to_R3,1,Camera|Socket,1.0,1.0,0.0
g0_R4_to_R3,1,Light_T1|Light_XM,0.0,0.6596191030780831,0.6596191030780831
g0_R4_to_R3,1,Light_T1|Sensor,0.002785093694184594,0.9513365422456331,0.9485514485514486
g0_R4_to_R3,1,Light_T1|Socket,1.0,1.0,0.0
g0_R4_to_R3,1,Light_XM|Sensor,0.6809538699782602,0.8793218976145805,0.19836802763632022
g0_R4_to_R3,1,Light_XM|Socket,0.9999711699244652,1.0,2.883007553478034e-05
g0_R4_to_R3,1,Sensor|Socket,0.999985386953472,0.9999707739069441,-1.4613046527944817e-05
