,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,360,12,0,18,0
Light_T1,1,273,25,66,0
Light_XM,0,323,7,38,0
Sensor,2,57,1,302,0
Socket,0,0,0,0,368
