,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,629,8,50,108,2
Light_T1,0,338,401,51,0
Light_XM,1,164,594,30,0
Sensor,1,116,450,237,0
Socket,0,0,0,0,801
