feature,mutual_info,correlation_kept,correlation_dropped,model_importance,shap_importance,mi_norm,model_norm,shap_norm,joint_score,selected
rssi_max,0.7492230190100508,True,False,0.07304873637974818,0.029246424153395834,0.8275880169504691,1.0,0.8860291539721542,0.9045390569742078,True
up_len_p50,0.5150735452075423,True,False,0.0581169274719066,0.033008421926390676,0.5689476738517552,0.7955911402735608,1.0,0.7881796047084387,True
rssi_std,0.6314386071558693,True,False,0.05797238138217828,0.022832618031299032,0.697483941981075,0.7936123779171952,0.6917209820637941,0.727605767320688,True
rssi_p10,0.7205839331178832,True,False,0.04805481456621666,0.02301799692111944,0.7959534252476009,0.6578459388592414,0.697337090893044,0.7170454849999621,True
rssi_min,0.6535195842791288,True,False,0.0523974296907117,0.020937424691818314,0.721874479385962,0.7172941283791763,0.6343055338576656,0.6911580472076012,True
rssi_p90,0.5828120820719886,True,False,0.053990223301020566,0.021521126309550425,0.6437713244502712,0.7390986617530136,0.6519889486853655,0.6782863116295501,True
rssi_p50,0.6684047278354013,True,False,0.03840400675007553,0.014520936592015673,0.7383165348556877,0.525731294658268,0.4399161106337528,0.5679879800492361,True
up_ia_std,0.5026297637910857,True,False,0.03667333232592834,0.01861401902819002,0.555202334847866,0.5020392431606189,0.5639172654087974,0.5403862811390941,True
up_packet_ratio,0.5076509335020454,True,False,0.03096540995677806,0.015462874651823168,0.5607486939137627,0.42390069276219294,0.4684524054589957,0.4843672640449837,True
rssi_mean,0.4550835756913991,True,False,0.036098645338353635,0.014597430096310319,0.5026830521715742,0.4941720709676988,0.4422335041906223,0.4796962091099651,True
len_range,0.9053091679249043,True,False,0.014651256644154554,0.005540724883012593,1.0,0.20056824211152852,0.1678579150305489,0.45614205238069244,True
len_min,0.34509700375061714,True,False,0.03209983374732768,0.017314098955941184,0.38119243235062766,0.43943037673444196,0.5245357986077587,0.448386202564276,True
down_ia_std,0.48895090142662534,True,False,0.019285554258227797,0.009181626405342367,0.5400927315774007,0.2640094163706091,0.27816011397992746,0.3607540873093124,True
down_packet_ratio,0.39129953664441075,True,False,0.02252542418010123,0.010905529433073857,0.43222752017559285,0.3083615856542881,0.33038627103693013,0.356991792288937,True
len_p10,0.5290553773189135,True,False,0.01968158719226479,0.007027325011200897,0.5843919359963875,0.2694309055525464,0.21289490987699888,0.35557258380864426,True
len_up_down_diff,0.64349805402988,True,False,0.014423999479067712,0.004660029239445066,0.7108047469627066,0.1974572072552179,0.1411769774949256,0.3498129772376167,True
null_data_ratio,0.4112863183884867,True,False,0.01954211939316496,0.007840470040942814,0.45430481979014165,0.26752166240869785,0.23752938139324536,0.3197852878640283,True
burst_count,0.3267913101648112,True,False,0.02253459144649613,0.008954544953616066,0.3609720543467628,0.3084870808626822,0.271280613583553,0.3135799162643327,True
len_p25,0.507554138207114,True,False,0.013502904523702277,0.005036307305053513,0.5606417743128564,0.18484788639609903,0.1525764338654105,0.29935536485812203,True
up_down_ratio,0.5183698393827738,True,False,0.010428283585609628,0.0058597198402361075,0.5725887439878138,0.1427578915451402,0.17752196252530275,0.2976228660194189,True
len_p95,0.546438402032809,True,False,0.012026801790410473,0.003922895692346863,0.6035931385576515,0.16464079170224702,0.11884529654568113,0.29569307560185987,True
len_p50,0.5037324518645288,True,False,0.010185131679691695,0.0038203953727547735,0.5564203586042923,0.13942926578145973,0.11574001875261769,0.27052988104612324,True
len_p75,0.5534698393394397,True,False,0.008049048593782696,0.0027185828639697514,0.6113600292020352,0.11018737616403439,0.08236027975018727,0.26796922837208564,True
down_len_std,0.3816982122027106,True,False,0.014200201413043385,0.005539526493716738,0.42162194499544997,0.194393525703481,0.16782160946894017,0.2612790267226237,True
down_ia_mean,0.4606416509817999,True,False,0.010785097522627287,0.004169354272711813,0.5088224744676508,0.1476424926306777,0.12631183284101075,0.26092559997977977,True
retry_ratio,0.17717273651887488,True,False,0.01893080239428621,0.009985953393127495,0.19570412274182494,0.25915304401534495,0.30252744028164497,0.25246153567960494,True
