,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,378,6,1,5,0
Light_T1,0,210,47,108,0
Light_XM,0,7,242,119,0
Sensor,1,0,3,358,0
Socket,0,0,0,0,368
