,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,376,10,4,8,0
Light_T1,4,277,102,13,0
Light_XM,0,63,325,6,0
Sensor,4,164,100,131,0
Socket,0,0,0,0,406
