,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,349,13,0,28,0
Light_T1,0,49,21,295,0
Light_XM,0,18,57,293,0
Sensor,2,335,0,25,0
Socket,0,0,0,0,368
