,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,42,53,35,260,0
Light_T1,0,84,31,250,0
Light_XM,0,1,7,360,0
Sensor,0,0,0,362,0
Socket,0,0,0,0,368
