,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,338,1,2,21,0
Light_T1,1,161,108,93,0
Light_XM,2,21,310,32,0
Sensor,0,46,11,306,0
Socket,0,0,0,0,363
