,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,364,1,0,0,0
Light_T1,2,137,153,71,0
Light_XM,28,63,278,0,0
Sensor,18,261,66,18,1
Socket,0,0,0,0,376
