,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,314,2,6,77,0
Light_T1,4,244,69,77,0
Light_XM,3,77,254,61,0
Sensor,1,31,40,333,0
Socket,0,0,0,0,395
