,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,341,21,3,0,0
Light_T1,1,20,231,111,0
Light_XM,20,84,265,0,0
Sensor,33,210,115,6,0
Socket,15,0,0,0,361
