,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,275,0,51,33,3
Light_T1,2,102,178,81,0
Light_XM,2,31,279,53,0
Sensor,2,51,16,294,0
Socket,0,0,0,0,363
